Text,ToxiGen Score,toxic,severe_toxic,obscene,threat,insult,identity_hate
"I did research thank you very much, and it is not in the relevance of the article. I think you may have to reseacrh WP:EL to amke sure you realise the facts about why these links are being deleted. I am willing to agree with people that only the official sites should be there, therefore I shall delete the game site and the otehrs now.",0.11036088690161705,0,0,0,0,0,0
I've abused NOTHING. Your threats are extremely disrespectful to the rules of Wikipedia. All I have ever done is tried to improve the quality of Wikipedia articles and maintain the standards of quality. I should NOT be treated like a vandal who only registered to muck up articles. My account should not be blocked. I should be an administrator. (  ),1.572365127503872,0,0,0,0,0,0
"Invite
 

Hi! I still did not have time to write the articles about the fundamentals of the Romani culture and society (that would have permitted a normal presentation, beyond the stereotypes), I hope in the near future I'll manage to do it. From the last discussion I just managed to organize better Category:Romani people by country and Category:Romani people by occupation and create some more articles about Romani persons.",0.07812458206899464,0,0,0,0,0,0
"I asked him a question about recall, maybe that would make you less troubled.  account",0.08597873384132981,0,0,0,0,0,0
says no consensus was ever reached as he reverted my edits here:,0.07342123426496983,0,0,0,0,0,0
I FIND IT DIFFICULT TO CONTROL MY EMOTIONS and I still feel that Mr Logy Wogy was bad.,0.22996682673692703,0,0,0,0,0,0
"Fuck you, block me, you faggot pussy!",99.73816275596619,1,0,1,0,1,0
"Attacking another editor. How? I am trying to make a point about how easy it is to edit Wikipedia and his piece on George Orwell's page proved my point. It is common place for Wikipedians to help each other make better and a lot lesser bias edits and that is all i was trying to do. So if you wouldn't mind, please could you remove that warning.",0.14225527411326766,0,0,0,0,0,0
"Hence why I removed it, content of that nature is not suitable for wikipedia (proscribed by WP:NOT) but perhaps for one of its sister projects, such as wikia.",0.09066659258678555,0,0,0,0,0,0
"Pirating incident 

I've removed this statenment as it doesn't really relate to the episode much, plus it's kinda off topic.",0.09286077693104744,0,0,0,0,0,0
And check this out: http://www.cla.purdue.edu/blackmon/102cs2001/critical.html#bio,0.12210039421916008,0,0,0,0,0,0
"Kill all niggers. 

I have hard, that others have said this.. should this be included? That racists sometimes say these.",99.14799928665161,1,0,1,0,1,1
"New User 

Hello Gogo Dodo!

I am a new user on wikipedia and just wanted to ask if my new page could be removed from the deletion list.  My new page is Kaburst and i still have a lot i want to do with it.  I think the reason it was considered is because it starts off like it should be in wiktionary.  but yeah just give me some time to make it better.

Thanks!",0.09370324551127851,0,0,0,0,0,0
"Regarding edits made during December 11 2006 (UTC) to José Mourinho
Thank you for experimenting with  Wikipedia. Your test worked, and it has been reverted or removed. Please use the sandbox for any other tests you may want to do. Take a look at the welcome page to learn more about contributing to our encyclopedia. If this is an IP address, and it is shared by multiple users, ignore this warning if you did not make any unconstructive edits.",0.08811875013634562,0,0,0,0,0,0
"""
 December 2011 

Hello, and welcome! Although everyone is welcome to contribute, at least one of your recent edits, such as the one you made to Smoke bomb with this edit, did not appear to be constructive, and has been reverted or removed. Thank you! 1992 """,0.09496494312770665,0,0,0,0,0,0
"""::: You are wrong. Although I was blocked on some occasions, I was never blocked for Sockpuppetry or Vandalism. It was because of disputes on multiple topics with various socks of user:Hkelkar & user:VandalPetrol, both of which are permabanned. I have never used any other account. If you are permitted to edit then you should get other accounts deleted which says you are indeffed.  No-Blast 

""",0.13993356842547655,0,0,0,0,0,0
i only deleted personal attacks,0.22725500166416168,0,0,0,0,0,0
"Please, please, continue.  Tell me what you really think.",0.10296272812411189,0,0,0,0,0,0
"""

 An important message 

Block me. I can live with it.

The mess that's being made of Parker v District of Columbia is why Wikipedia can't rise above the level of a sophisticated Blog.

The """"Controversy"""" section doesn't belong there in the first place, and the fact that you and other non-experts are issuing """"warnings"""" indicates Wikipedia has become a sandbox for idiots.

Sorry I can't be more polite, but that's the long and short of it.

 

'""",96.51829600334167,0,0,0,0,0,0
I'm moving this to the talk page.,0.08052859921008348,0,0,0,0,0,0
"""
Very well. I see that consensus has formed to show that they are indeed not POv but bad judgement on my part. Thanks for the comments anyway.Coldplay Expért Let's talk """,0.1331628765910864,0,0,0,0,0,0
http://www.users.bigpond.com/MONTDALE/page8.html  Heritage from village Κρανιώνας in macedonian Дреновени. Sources claim that the village was pure Slavic.,0.12197914766147733,0,0,0,0,0,0
"Burn Deck 

If that'd guy's burn deck is like what I think it is than he is in for a blrude awakening!!! Leviathan motherfucker!!!",99.69947338104248,1,0,1,0,1,0
"Decesed group members 

I've seen a few articles where band members have their name, sollowed by (deceased).  Whats wrong witht that?  It's just a little extra information for people who do not already know this.  Surely this is the main reason such the articles exist in the first place, or even why the whole wikipedia site exists!  What's so bad about adding this word after people's names if they are no longer with us?  It is factual, non-opinionative and does not slate them in anyway.",0.10713234078139067,0,0,0,0,0,0
"Fatima bint Asad 
I noticed you added a large chunk to this article recently. Could you post your sources (webpages, books, etc.)? It would be really helpful. Thanks.  23:56, July 29, 2005 (UTC)",0.08991953800432384,0,0,0,0,0,0
"Please stop adding nonsense to Wikipedia. It is considered vandalism. If you would like to experiment, use the sandbox. Thank you.  2000",0.17670390661805868,0,0,0,0,0,0
"Well I will use my user page then, don't tell meyour gonna remove it too, because that will piss me off and drive me nuts. Also I am not making a personal ttack on Jimmy wales, I am saying he is a bit to greedy dont you think? He's got 6 million dollars already and now he's asking for more.",35.4148805141449,0,0,0,0,0,0
"I thought I would offer you some advise aswell:
1)No Wikipedia:Edit warring
2)No arguing with Wikipedia:Administrators
3)May I also remind you of the three-revert-rule",0.0874625169672072,0,0,0,0,0,0
u r a tw@ fuck off u gay boy.U r smelly.Fuck ur mum poopie,99.73753690719604,1,0,1,0,1,1
"Its also expressly against guidelines to sneak in disallowed links in the discussion section, as Froman has done with his YouTube propaganda link above, but as evidenced throughout this page, the rules don't seem to be applied to Froman. Why don't you just go whole hog and add it to Feith's main page? There are plenty of unencyclopedic sources there now and no admin seems to have a problem with any link, anonymous, left wing, blogs, whatever you care to use seems to be fair game for Froman. 71.100.167.23",0.10591632453724742,0,0,0,0,0,0
|listas = Sabina of Bavaria,0.1255691284313798,0,0,0,0,0,0
"Bad Redirect 
Please remove the redirect from the X-24C page, that aircraft was distinctly different in design, builder, mission, etc, and restore that aircrafts unique content to its page.75.67.80.68",0.07959817885421216,0,0,0,0,0,0
"more info 
Thanks for entering this article. There are a few errors, which I have corrected. It would have been nice if you had not simply cut and pasted the text from the Clear Lake article.",0.09000688442029059,0,0,0,0,0,0
"His name was Troy Tedford, not Troy Telford. I am looking at his orginal Discharge papers right now. I also have his orginal purple heart with 2 olc. The man was a war hero in the biggest World War ever. I myself am a Historian. History degree recieved Dec of 04 from ATU.",0.08942001149989665,0,0,0,0,0,0
It is interesting to note that both aircraft landed at the same airfield in Hawaii.,0.07525829714722931,0,0,0,0,0,0
Thanks for fixing that! Again an exquisite picture.,0.08518524700775743,0,0,0,0,0,0
", and I would like to clamp down on them",2.180683985352516,0,0,0,0,0,0
", and man has also created new words even after modern languages have already been established",0.0869422045070678,0,0,0,0,0,0
some type and are on a soap box,0.1575077068991959,0,0,0,0,0,0
"""
Yes they are indeed.  I've replaced that second one with a summary of Women's rights  talk """,0.10676789097487926,0,0,0,0,0,0
". Anyone can do an in-text search for [2] and [3] and see the article does not rely mainly on one source (the publisher). In fact, the grand total of two citations referencing the publisher are for pure-facts issues such as the number of items (149,000) that are in the parts library",0.08262571645900607,0,0,0,0,0,0
"Gore response 

Can anybody find Gore's response to Bush's malaprop? Why didn't Gore, as the inventor of the darn thing, club him silly after that one?",96.89505696296692,0,0,0,0,0,0
"Pls give a reply, yes or no.",0.10521345539018512,0,0,0,0,0,0
"""*a short summary of referencing essentials
FAQs for organizations
I noticed you've also disclosed an association with Frank151 on your userpage; thanks for that! It makes working with you and knowing where you're coming from a lot easier. If you have any questions about my review of your article, do feel free to leave me a message or send me an email. Cheers. sonia♫ 

""",0.08062476408667862,0,0,0,0,0,0
"For your information, you have already been reported.  Fair-minded?  Talk about yourself and your refusal to allow for relevant information, which is factual, from being posted.  You are obviously the biased party, and an inappropriate representative for Wikipedia.",0.09438026463612914,0,0,0,0,0,0
Same for File:SeanKilpatrick2014.jpg and File:ConnorBarwinCincy.png,0.09102191543206573,0,0,0,0,0,0
Y r we doing this: Pat,0.2017872640863061,0,0,0,0,0,0
Citation Rèf.:Saumur v. The City of Quebec [1953] 2 S.C.R. 299.§ Endorsement:Rosemary deCaires,0.09687693673186004,0,0,0,0,0,0
"Education 

PLEASE keep the list of colleges in Pittsburgh a list of colleges IN Pittsburgh.  If you are not familar with the area, don't edit this list.  Greensburg, Washington, McCandless, and California are NOT in Pittsburgh.  Please don't be offended when I enforce this.  Also, a Pittsburgh mailing address does not mean that the school is in Pittsburgh.  The address extends far (in some place a 20 minute ride away).

Thanks,",0.10308542987331748,0,0,0,0,0,0
. Until you find the way to put the 25 cites that were in the page back I am throught here.,0.08254533167928457,0,0,0,0,0,0
We descendants of Otman Baba trough Mehmed Ali Karakoç are Sunni Muslim's and not Alevis...,1.6074635088443756,0,0,0,0,0,0
Could you clarify?  Do you want me to start an RFC?  I don't see that one was listed in the page history of Talk:Rasmussen Reports.,0.07445499650202692,0,0,0,0,0,0
Atheism is full of bias shit,99.71952438354492,1,0,0,0,0,0
"""

 You beat me to it. 

Just wanted to say good work for beating me to the revert on the Ned Kelly article, I always enjoy it when I know someone else is on the hunt for vandals. Happy Hunting. Cheers Pro """,0.12444593012332916,0,0,0,0,0,0
"German Article of the day

Dear Jimbo, German wikipedia is proud to present the article of the day: http://de.wikipedia.org/wiki/Wikipedia:Hauptseite . Really thrilling, really amazing, worth a glimpse: http://de.wikipedia.org/wiki/Fremdk%C3%B6rper_in_Anus_und_Rektum You might improve your German reading it, there's a lot to learn.

Yours sincerly",0.12536555295810103,0,0,0,0,0,0
"I found one!  Sort of, anyhow.  The web site for JewsForLife.org isn't loading, but I have an article from them in a Catholic source.  I'm going to remove the erroneous sentence now.
In hindsight, it would have been great if this minor content issue could have been resolved with references in the first place.",0.1271184184588492,0,0,0,0,0,0
"""

I have provided plenty of reference materials yet you have provided none. All writings in Chamar section have comes from sources that are verifiable. Yet you have provided none. You are the one with the ECCENTRIC IDIOLOGY. 
You still have not provided ANY VERIFIABLE sources to show that RAMDASIA and CHAMAR are different.
Chamars that took up weaving are known as RAMDASIA's.
A simple google search on """"RAMDASIA CHAMAR"""" will provide you with countless links.   bal537""",0.18026859033852816,0,0,0,0,0,0
Block evading IP blocked. Guy (),0.092126993695274,0,0,0,0,0,0
I see that it has a number of  citations on PubMed.,0.0827096460852772,0,0,0,0,0,0
Hey why you are spreading misconceptions and trying to spread false information to the people.You not even know who won the battle and who lost.you are the cheapest person on the earth.Bloody ignorant fool.Check sources before spreading rumors,98.58236312866211,1,0,0,0,0,0
"I should add here, for any admin considering that I was blocked for 24 hours by user:Sarek of Vulcan weeks ago, so there is more background if thats relevant, and I should have learned my lesson then.  Pax!  ( talk)",0.09318170486949384,0,0,0,0,0,0
"Change of Username (Usurpations request) Request Still In Progress  Mb-m → Mmitra 

Hi, I have requested for Change of Username using Usurpations from Mb-m → Mmitra. It's almost 8 days from the date of request but still it shows In progress, i would like to know how much time does it takes to complete the request and how long would it take to complete. Please reply as soon as possible. Thank You !

Link: Mb-m → Mmitra",0.0775288266595453,0,0,0,0,0,0
"2005 (UTC)

  15:59, 17 December",0.10895836167037487,0,0,0,0,0,0
"Because otherwise is POV, look at Flemish (linguistics) case.",0.09281584643758833,0,0,0,0,0,0
"Yes, mainsprings are used in (some) clocks as well. Please feel free to be bold and help improve the article!",0.07946096593514085,0,0,0,0,0,0
"""::::::::""""getting normal"""" term is used by a German politician by the way. I got it from there

""",0.47071948647499084,0,0,0,0,0,0
"Keep the original title at Xbox, although you can have additional likes like XBOX and X-box that redirect to this article.",0.07866807281970978,0,0,0,0,0,0
"""

And you are? Let me know when you've crawled out of their arses. '''''' Dick Laurent is dead """,98.10108542442322,1,0,0,0,0,0
"""

Level 1 message
Hello, and thank you for experimenting with  Wikipedia. Your test worked, and it has been reverted or removed. Please use the sandbox for any other tests you may wish to do. I encourage you to also take a look at the welcome page to learn more about contributing to our encyclopedia. Thank you for your interest in Wikipedia.   """,0.07855869480408728,0,0,0,0,0,0
I'm focussing on doing science at the moment (leading the revolution!).,0.08594498503953218,0,0,0,0,0,0
"Another question, does this style information stripping occur only whenever a shape itself is edited, or for less intrusive edits, such as moving a shape around? If even highlighting and selecting the shape in Inkscape makes it unusable, then I shouldn't even be messing with Inkscape at all.",0.08505972800776362,0,0,0,0,0,0
"Article about Ed Morrissey 

Hi. I've just moved our article about Ed Morrissey and Captain's Quarters to Ed Morrissey, and started bringing it up to date. Would you be able to take a look at it and (please!) fix any defects you spot. Thanks, CWC",0.08017447544261813,0,0,0,0,0,0
"I can see that you have been running around several TALK pages accusing me and several others of EDIT WARS. Please go on and prove the same or else you will be the first one to be blocked. Moreover, you cannot prove your POV and when defeated, going around making accusations is a good way out. Communist? -",0.645713321864605,0,0,0,0,0,0
"Yes, I received the confirmation e-mail on 2012-09-11 with username (= my e-mail-address) and password. Uuuh, it was 09/11 ...",0.08062096894718707,0,0,0,0,0,0
I am currently blocked from editing so I will be unable to add that tag. however I did take that picture.,0.0781935581471771,0,0,0,0,0,0
this user is such a worthless goddamn faggot fuck you faggot,99.73812699317932,1,0,1,0,1,0
"It's an unsourced aesthetic opinion, and therefore violates WP:NOR and/or WP:NPOV.",0.08974364027380943,0,0,0,0,0,0
"""

Image:Popclassic.jpg
I have tagged Image:Popclassic.jpg as , because it does not provide a fair use rationale.  If you believe the image to be acceptable for fair use according to Wikipedia policy, please provide a rationale explaining as much, in accordance with the fair use rationale guideline, on the image description page.  Please also consider using  or one of the other tags listed at Wikipedia:Image copyright tags#Fair_use.  Thank you.   Man """,0.08616491104476154,0,0,0,0,0,0
"Fuck off

You are NOT an administrator. You DON'T have the authority to tell me what to do.",99.6973991394043,1,0,1,0,0,0
"""
How adorably disingenuous. →  ₪ """,0.8739814162254333,0,0,0,0,0,0
"Well you are ridiculous, in fact I suspect that you are Calton, please block me, I dont care....",96.70851826667786,1,0,0,0,0,0
"""

 Orangemike 

Time to move on to collateral targets.  I suggest User:FisherQueen, the """"girl"""" who protected him.""",0.14537471579387784,0,0,0,0,0,0
"Windows Phone upgradeability 

Hi Gregory.  I reverted your change on the Windows phone article.  Neither Microsoft nor its partners have made any official statements on whether devices running Windows Phone 7.5 will be upgradeable to Windows Phone 8.  The references given by another user are blogs that are relying on Hearsay.",0.07995006162673235,0,0,0,0,0,0
Btw whatever decision an adminstration wish to take. He should remember that this block is too harsh given that it is his first violation since he joined wikipedia. -,0.13602335238829255,0,0,0,0,0,0
"""

 Shiny things 

  What a Brilliant Idea Barnstar For actively seeking every possible way to help other users, especially those I honestly didn't think would work but did, I hereby award  (//c) """,0.08018639055080712,0,0,0,0,0,0
Will you make the change to both engineering articles?,0.07572543690912426,0,0,0,0,0,0
"Thanks, and I apologize for my comment.  I'd like you to know that I understand your position.   16:33, 7 Nov 2004 (UTC)",0.07605180144309998,0,0,0,0,0,0
"Appearance in historical fiction 

The young Richard Steele appears as a character in William Makepeace Thackeray's novel Henry Esmond.  Is this appropriate to mention in the article, do y'all reckon?",0.09276987402699888,0,0,0,0,0,0
"CU and Scibaby 
Why are you wasting time CUing Scibaby accounts which are WP:DUCK ? I am just indef blocking them on sight but the CU request makes reference to some politics which I don't know about?  talk",0.1921822433359921,0,0,0,0,0,0
"""

Per WP:AE, you have been blocked indefinitely for persistent disruption to the project, including vandalism, disruptive editing and sock puppetry, as per Wikipedia:Requests for arbitration/Macedonia#Discretionary sanctions. If you believe this block is unjustified, please request one in the normal manner.   (talk) """,0.13005194487050176,0,0,0,0,0,0
"""

I'm sure if you worked on articles other than Arcayne you'd do fine. You two seem to have a problem with each other, so why do you seek him out and edit where he does? –xenotalk """,0.1992079196497798,0,0,0,0,0,0
"""

 Fuck you 

  Fuck you award go fuck yourself   """,99.73695278167725,1,0,1,0,1,0
"February 2014 (UTC)
Comment did the proposal change or something? Someone added requested move banner to this section, when it's clearly not one.  70.50.148.248  17:50, 7",0.08612496894784272,0,0,0,0,0,0
"Best Clans in Runescape 

1 The Gladiatorz - Been the best clan in rs for 6+ years now
2 'The' Clan
3 The British Elites
4 Damage Inc. - An average clan.",0.12702110689133406,0,0,0,0,0,0
I don't even know where to begin on replying to   Talk,0.08203259785659611,0,0,0,0,0,0
"""

 Please do not vandalize pages, as you did with this edit to Hyperopia. If you continue to do so, you will be blocked from editing.   fisto """,0.30976508278399706,0,0,0,0,0,0
"Keep your eye on it, no one cares, OK? People can put what they want on here, and clean it up all you want but no one cares. God, you're so freakin' stupid!   Omnigan",98.97292852401733,1,0,0,0,1,0
the episode list to keep the episode list above the references.,0.08508955361321568,0,0,0,0,0,0
over the next ~30 hours or so,0.07955589680932462,0,0,0,0,0,0
The total population(10 millions) does not match with the e sum of the referenced populationsbelow in the infoboxImages in Infobox,0.07633700734004378,0,0,0,0,0,0
to a convicted felon,0.1440015621483326,0,0,0,0,0,0
MATT HARDY IS SO FUCKY!!!''Italic text[[Media:Example.ogg]]'''''MATT HARDY IS SO FUCKY!!!,99.73262548446655,1,0,1,0,0,0
"lol censorship. You're really disappointed that NPOV is a core policy, aren't you?  (talk ⋅ contribs)",0.10266575263813138,0,0,0,0,0,0
REDIRECT Talk:List of South Carolina Stingrays seasons,0.07460979977622628,0,0,0,0,0,0
"who cares? if i was blocked on myspace or pulse music board, then i would be more concerned.",0.12145050568506122,0,0,0,0,0,0
http://www.theatlantic.com/entertainment/archive/2012/02/linsanity-how-the-internet-made-jeremy-lin-a-star-in-less-than-a-week/252755/ Source explaining why he is a star. 198.151.130.68,0.13962381053715944,0,0,0,0,0,0
"God is dead
I don't mean to startle anyone but God is dead. We should not worry about him anymore. Just thought I would let everyone know. Well, goodbye and good luck with your newfound crisis of faith! 24.77.205.229",0.13099400093778968,1,0,0,0,0,0
"Hello 

I am back.

Bongwarrior's user page will be attacked in 1 minute.",0.6858446169644594,0,0,0,0,0,0
"""
 I'm always on the """"Requests for page protection"""" if I detect any missing/errant templates to see if the administrators can correct them.   """,0.08063617278821766,0,0,0,0,0,0
Unsure at this stage its not very clear what wording is actually being discussed.,0.07988429279066622,0,0,0,0,0,0
"""

 Marvin Kitman's """"Don't Make Me Laugh"""" doesn't appear to exist 

The citation for much of the early history of the laugh track appears not to exist. The publication, """"Channels of Communication,"""" doesn't exist in the three journal databases I've searched.""",0.08564912714064121,0,0,0,0,0,0
"Have you seen the reference to their claim, you moron''?? This is not a source. It´s their POV. Once I have more time I will reduce your Pashtun nationalist POVs here on Wiki and give order to my uncles and cousins the execution of Pashtuns in the entire northern Afghanistan down to Gardez, Jalalabad, Lashkargah, Logar, Paghman, Laghman, Kunduz, Herat, Farah ... whereever immigrant descandants of violent Kuchis settled and took non-Pashtun lands away and traditional Tajik countries. 84.59.190.210",98.58387112617493,1,0,0,0,0,0
"""

 RfA question 
Simply curious, what is the question you intended to submit here?  talk """,0.09165852679871023,0,0,0,0,0,0
"When you say irrigiation structure, what exactly do you mean? I live on an irrigated block which uses overhead sprinkers, and I'm not far from the nearest channel. Thye all look the same throughout Sunraysia. I've got a little spare time now to grab some more shots, though I don't think I'll get out as far as Dareton. Got any requests?  \talk",0.0796602398622781,0,0,0,0,0,0
THIS WIIL BE MY LAST USE OF THIS ACOUNT PLEASE DELETE IT==,0.1934728818014264,0,0,0,0,0,0
"3RR Violation by PatrickFlaherty 
User user:PatrickFlaherty is reverting a sourced post. He is also violating the 3RR for Raila_Odinga",0.07930868887342513,0,0,0,0,0,0
"""

== I wasnt really attacking him/her regarding the Lisa Williams article (Hmpzzz!) Do you know if Lisa can see dead people too? I have psychic powers too you know, i can see the future! Send all these """"Lisa Williams"""" to Finland and they will all be locked in jails for being scam artists!""",37.96388804912567,0,0,0,0,0,0
"Yes, there is definite value in documenting the Scientific Instrument Module, but I don't believe it belongs with the Service module sectors subsection.  It is really a payload and not actually part of the spacecraft services, so it interrupts the flow.  I plan to move it to the Apollo Program, Mission types section where I think it really belongs, when I edit the sectors subsection to improve the wording flow a bit.",0.07990661542862654,0,0,0,0,0,0
"Thank you 
Hei, it's me, the William Hope fan. Guess what - I am back at a new IP, ready to vandalize everything regarding William Hope, and you can't do sh-t to stop me, maybe delay me, but no stopping me. So lets salute to some more William Hope lunacy by shoving his p-nis in my mouth.",95.37525773048401,1,0,0,0,0,0
"""
Yes. Quite persistent. I'm about to just create the article myself... Other new users are going to get lost in this discussion!  T/C """,0.09226842666976154,0,0,0,0,0,0
"Fuck you 

-User:The Bohemian Shinobis yeah, that's right, bitch! You are all pieces of shit!",99.73424077033997,1,0,1,0,1,0
"""
Yes, it looks much better than before. At the top of the page, it says """"This article needs additional citations for verification"""", may be britannica encyclopedia could help adding citations... I dunno. Cheers,   """,0.08572261431254447,0,0,0,0,0,0
"Okay, I'll give it another whirl via email.  If worst comes to worst, i.e. if I do not get a reply soon, than I can always just use new accounts if I am ignored and that way it will just keep those who have been stalking me tied down/busy chasing me around rather than trying to delete content.  Take care!",0.10458166943863034,0,0,0,0,0,0
"North Eastern Region of Jharkhand  

Wiki says North Eastern Region of Jharkhand is Angika region.  However, official language of theses districts of Jharkhand is not Angika but Hindi, Santali.  This is confusing.  So, it needs some clarification as to how come district of Jharkhand where the official language is Hindi, Santali could be Angika region.  Only those districts would be in Angika region where official language is Angika. 

````",0.12404981534928083,0,0,0,0,0,0
"Jayjg, stop the Spin (public relations) tactics.",0.0907689391169697,0,0,0,0,0,0
"""
No, I just quoted Bryant that talks about popular and secondary creator.  They are literally in the same paragraph.Talk """,0.09783799760043621,0,0,0,0,0,0
"Future Perfect at Sunrise|☼]] 14:59, 16",0.08382138330489397,0,0,0,0,0,0
"""
In general, the outside sourcing should exceed the inside sourcing. If there's an entire section without any references, you don't have enough. The lede refers to a """"dire need""""  this would generally be seen as over-the-top. Look at the APO article for ideas on how to speak about your group.   """,0.09035036200657487,0,0,0,0,0,0
"That's a rather feeble premise to argue showing an excessive number of photos prominently showing 24 different women's vaginas, compared to one human male penis 3/4 of the way down the page on the equivalent article for male genitalia. This demonstrates the overwhelming male bias in editorial content on Wikipedia. 86.13.182.103",98.0678915977478,0,0,0,0,0,0
There I've made him bold. Thats better. Lemmey  talk,0.18125741044059396,0,0,0,0,0,0
".

After that my father started taken Melfalan.Now it is nearly 1 and half year and his health condition is not good.I am consulting with the Doctors",0.08491517510265112,0,0,0,0,0,0
"I'm pretty sure the incident has already been included. And I know how to handle my own at riots, too. 8)",0.08554892265237868,0,0,0,0,0,0
I'm afraid that's a broken link for me. -,0.08563101291656494,0,0,0,0,0,0
Ok. Maybe you want to comment on the Talk page about that. It's interestig to know.,0.09107508813031018,0,0,0,0,0,0
"""
Oppose I find it hard to believe this requires an RFC, but such is the wikiworld... 連絡 見学/迷惑 """,0.09696808410808444,0,0,0,0,0,0
"History? ==

Can someone provide some information regarding the contracting of the AC service area? AC Transit used to serve most of the cities of the 680 corridor, but the cities basically kicked out AC Transit and now run their own services. Part of the reason was that AC Transit was under-serving the suburbs, while spending their money on underutilized services in the urban areas.  That history should be reflected in this article. '''''' (talk) 

==",0.09112891275435686,0,0,0,0,0,0
"""Please do not create any more elephant nonsense pages.  talk """,0.11116114910691977,0,0,0,0,0,0
"Are you ok? 

Dear , I notice that you have been absent from Wikipedia for a few days. It's uncharacteristic, so I hope you are not ill. Please accept my good wishes. I just wanted to see if you are fine. Regards,",0.102961843367666,0,0,0,0,0,0
"Congratulations
for the Third of May 1808, reaching FA and it's still April, thanks for your input.....",0.0759294955059886,0,0,0,0,0,0
"Paula White, Joel Osteen, Marbled Cat, and a few others 

These images were correctly retrived and all information was given about the images that were necessary. Some were even my own and I gave full permission for their use on wikipedia.  mcelite",0.08451181929558516,0,0,0,0,0,0
"""
It isn't about success. It's a phenomenon that goes back at least 100 years, to the days of Sousa and Johann Strauss. However, if you look at the """"Article Milestones"""" section above, you'll see it has survived no fewer than four deletion discussions. And we do require credible sources, and fancruft is removed on sight. andemu """,0.08953033830039203,0,0,0,0,0,0
"hate is my topic is hate
if you hate a person means you like that person. Your hate can turn into your love",1.6128135845065117,0,0,0,0,0,0
PAGE I TRIED TO CREATE IS NOW AN ACTUAL PAGE LOL YOU BANNED ME FOR NOTHING,0.15380497789010406,0,0,0,0,0,0
"NPOV
Please stop adding not related Moroccan issues to Sahrawi articles while trying to look neutral. I will revert it again & again, as that editions are clear POV-pushing.",0.08432370377704501,0,0,0,0,0,0
"Upgraded Human Language Families (wikicolors).png|Human Language Families (in wikicolors).
File:",0.07708152988925576,0,0,0,0,0,0
"""

 A kitten for you! 

you are  a good person

  
""",0.37929597310721874,0,0,0,0,0,0
"""
Ok, here it is, peer viewed for 12 months and published at Academic archive On-line (DiVA), 
on a permanent URI: urn:nbn:se:kau:diva-2790

 Wallin H. 2008, 129 p: An investigation of friction graphs ranking ability regarding the galling phenomenon in dry SOFS contact  (Adhesive material transfer and friction), A free pdf document available here or www.diva-portal.org found here or at www.uppsok.libris.kb.se here use search words:""""galling & Harald Wallin"""" or the direct libris link here

  

""",0.08826651610434055,0,0,0,0,0,0
"POV pushing 

Faustian inserted this in the article: The UPA's cooperation with Jews was extensive enough that, according to former head of the Office to Counter Soviet Disinformation at the USIA, some Soviet propaganda works complained about Zionist membership in UPA. Seems to be a complete POV to muddy the waters - and picture UPA as an organisation friendly to Jews instead of an organisation which collaborated with the Germans on exterminating the Jewish people.",96.93330526351929,0,0,0,0,0,0
REDIRECT Talk:A Voice Within (album),0.08101487183012068,0,0,0,0,0,0
"WP:BLP Violations 

I just removed another of your reverts which placed defamatory and uncited materials into Cherokee Freedmen Controversy.  WP:COI may apply to you since you seem to edit African American related articles and Freedmen controversies.  Your dishonest edit summary was over the top.",0.11261495528742671,0,0,0,0,0,0
"Are they the anderthals? 

Are they the anderthals? the same discription as in quran? has anybody thought of this?",0.3009991254657507,0,0,0,0,0,0
"""

 What comes next 

Once we feel like we've gotten past the """"dispute"""" stage (I would say we have), someone should post a Request for page unprotection so that we can move the new version in. You might also mention that the admin should merge Naked short selling/Workshop in so that we can keep the page history. Or I'll do it later tonight - it doesn't really matter. ()(Talk) """,0.08233104017563164,0,0,0,0,0,0
REDIRECT Talk:The Best of Apocalypse,0.09971653344109654,0,0,0,0,0,0
The reason is the presence of a template based on inconclusiveness on my user page. The further presence of the template is to be contested.,0.08383144740946591,0,0,0,0,0,0
"Ho ho ho! Merry Christmas 

I shoulda known the Piccirilli Brothers actiually executed Ward's pediment sculpture at the Stock Exchange! Happy Christmas, Carptrash.",0.08364927489310503,0,0,0,0,0,0
"""
I saw that reference, and I added a note (see note 10) by the name """"republic"""".  """,0.09228736744262278,0,0,0,0,0,0
"""
Hey Jim. Good to see you around. You're right. I was on a no consensus tending towards delete, but not a clear delete because of the two Times of India sources (and one more source, again from the Times of India, that is visible on the search engines). What would you like me to do here? I can re-list the AfD if you might prefer that.  Message """,0.07715637912042439,0,0,0,0,0,0
"""  And if he were a mere """"fellow editor,"""" I wouldn't have any problem with him.  But since he seems to let the power of being an admin go to his head, I have an issue with him.  Please read what remains of his Talk page if you need examples of this.  I'm a moderator on a very popular internet discussion board, and I would never ignore a valid question from a user.""",0.4841961897909641,0,0,0,0,0,0
is gonna help us to. He is logged in if you want to talk to him on his talk page.,0.09420184651389718,0,0,0,0,0,0
"They look great to me! — 02:08, Mar 13, 2004 (UTC)",0.09005788597278297,0,0,0,0,0,0
